episode,t,state,action,reward,next_state,done,epsilon,q_before,q_after,td_target,td_error
1,0,193,0,-1.0,293,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,1,293,2,-1.0,293,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,2,293,0,-1.0,393,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,3,393,0,-1.0,493,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,4,493,0,-1.0,493,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,5,493,1,-1.0,393,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,6,393,1,-1.0,293,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,7,293,1,-1.0,193,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,8,193,0,-1.0,293,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,9,293,3,-1.0,273,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,10,273,0,-1.0,373,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,11,373,1,-1.0,273,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,12,273,1,-1.0,173,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,13,173,0,-1.0,273,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,14,273,2,-1.0,293,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,15,293,4,-10.0,293,0,0.1,0.0,-2.0,-10.0,-10.0
1,16,293,5,-10.0,293,0,0.1,0.0,-2.0,-10.0,-10.0
1,17,293,0,-1.0,393,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,18,393,2,-1.0,393,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,19,393,3,-1.0,373,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,20,373,0,-1.0,473,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,21,473,0,-1.0,473,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,22,473,1,-1.0,373,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,23,373,2,-1.0,393,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,24,393,4,-10.0,393,0,0.1,0.0,-2.0,-10.0,-10.0
1,25,393,5,-10.0,393,0,0.1,0.0,-2.0,-10.0,-10.0
1,26,393,0,-1.0,493,0,0.1,-0.20000000298023224,-0.36000001430511475,-1.0,-0.7999999970197678
1,27,493,2,-1.0,493,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,28,493,3,-1.0,473,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
1,29,473,3,-1.0,473,0,0.1,0.0,-0.20000000298023224,-1.0,-1.0
