episode,t,state,action,reward,next_state,done,epsilon,q_before,q_after,td_target,td_error
1,0,483,0,-1.0,483,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,1,483,2,-1.0,483,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,2,483,1,-1.0,383,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,3,383,0,-1.0,483,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,4,483,3,-1.0,463,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,5,463,0,-1.0,463,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,6,463,1,-1.0,363,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,7,363,0,-1.0,463,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,8,463,0,-1.0,463,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,9,463,2,-1.0,483,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,10,483,4,-10.0,483,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,11,483,1,-1.0,383,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,12,383,1,-1.0,283,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,13,283,0,-1.0,383,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,14,383,2,-1.0,383,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,15,383,3,-1.0,363,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,16,363,1,-1.0,263,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,17,263,0,-1.0,363,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,18,363,2,-1.0,383,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,19,383,4,-10.0,383,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,20,383,5,-10.0,383,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,21,383,0,-1.0,483,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,22,483,5,-10.0,483,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,23,483,0,-1.0,483,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,24,483,2,-1.0,483,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,25,483,3,-1.0,463,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,26,463,3,-1.0,463,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,27,463,4,-10.0,463,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,28,463,5,-10.0,463,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,29,463,3,-1.0,463,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,30,463,1,-1.0,363,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,31,363,3,-1.0,363,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,32,363,4,-10.0,363,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,33,363,5,-10.0,363,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,34,363,0,-1.0,463,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,35,463,2,-1.0,483,0,0.1,-0.0010000000474974513,-0.0020007991697639227,-1.0017991000786424,-1.000799100031145
1,36,483,1,-1.0,383,0,0.1,-0.0019990000873804092,-0.0029979010578244925,-1.0009000000427477,-0.9989009999553673
1,37,383,1,-1.0,283,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,38,283,1,-1.0,183,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,39,183,1,-1.0,83,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,40,83,0,-1.0,183,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,41,183,0,-1.0,283,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,42,283,2,-1.0,283,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,43,283,3,-1.0,263,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,44,263,1,-1.0,163,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,45,163,0,-1.0,263,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,46,263,2,-1.0,283,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,47,283,4,-10.0,283,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,48,283,5,-10.0,283,0,0.1,0.0,-0.009999999776482582,-10.0,-10.0
1,49,283,0,-1.0,383,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,50,383,2,-1.0,383,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,51,383,3,-1.0,363,0,0.1,-0.0010000000474974513,-0.0019998999778181314,-1.0009000000427477,-0.9998999999952503
1,52,363,5,-10.0,363,0,0.1,-0.009999999776482582,-0.01999090053141117,-10.000900000042748,-9.990900000266265
1,53,363,1,-1.0,263,0,0.1,-0.0010000000474974513,-0.0019990000873804092,-1.0,-0.9989999999525025
1,54,263,3,-1.0,243,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
1,55,243,0,-1.0,343,0,0.1,0.0,-0.0010000000474974513,-1.0,-1.0
