episode,t,state,action,reward,next_state,done,epsilon,q_before,q_after,td_target,td_error
1,0,48,0,-1.0,148,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,1,148,2,-1.0,168,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,2,168,0,-1.0,268,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,3,268,0,-1.0,368,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,4,368,0,-1.0,468,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,5,468,0,-1.0,468,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,6,468,3,-1.0,468,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,7,468,0,-1.0,468,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,8,468,1,-1.0,368,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,9,368,1,-1.0,268,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,10,268,1,-1.0,168,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,11,168,1,-1.0,68,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,12,68,0,-1.0,168,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,13,168,2,-1.0,188,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,14,188,0,-1.0,288,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,15,288,0,-1.0,388,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,16,388,0,-1.0,488,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,17,488,0,-1.0,488,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,18,488,3,-1.0,468,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,19,468,2,-1.0,488,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,20,488,2,-1.0,488,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,21,488,3,-1.0,468,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,22,468,2,-1.0,488,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,23,488,1,-1.0,388,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,24,388,1,-1.0,288,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,25,288,1,-1.0,188,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,26,188,1,-1.0,88,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,27,88,0,-1.0,188,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,28,188,2,-1.0,188,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,29,188,3,-1.0,168,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,30,168,3,-1.0,148,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,31,148,0,-1.0,248,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,32,248,0,-1.0,348,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,33,348,0,-1.0,448,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,34,448,0,-1.0,448,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,35,448,1,-1.0,348,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,36,348,1,-1.0,248,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,37,248,1,-1.0,148,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,38,148,1,-1.0,48,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,39,48,1,-1.0,48,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,40,48,2,-1.0,68,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,41,68,1,-1.0,68,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,42,68,2,-1.0,88,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,43,88,2,-1.0,88,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,44,88,1,-1.0,88,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,45,88,3,-1.0,68,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,46,68,3,-1.0,48,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,47,48,3,-1.0,48,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,48,48,4,-10.0,48,0,0.2,0.0,-1.0,-10.0,-10.0
1,49,48,5,-10.0,48,0,0.2,0.0,-1.0,-10.0,-10.0
1,50,48,0,-1.0,148,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,51,148,3,-1.0,148,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,52,148,4,-10.0,148,0,0.2,0.0,-1.0,-10.0,-10.0
1,53,148,5,-10.0,148,0,0.2,0.0,-1.0,-10.0,-10.0
1,54,148,0,-1.0,248,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,55,248,2,-1.0,268,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,56,268,2,-1.0,288,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,57,288,2,-1.0,288,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,58,288,0,-1.0,388,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,59,388,2,-1.0,388,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,60,388,3,-1.0,368,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,61,368,4,-10.0,368,0,0.2,0.0,-1.0,-10.0,-10.0
1,62,368,2,-1.0,388,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,63,388,4,-10.0,388,0,0.2,0.0,-1.0,-10.0,-10.0
1,64,388,5,-10.0,388,0,0.2,0.0,-1.0,-10.0,-10.0
1,65,388,0,-1.0,488,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,66,488,4,-10.0,488,0,0.2,0.0,-1.0,-10.0,-10.0
1,67,488,5,-10.0,488,0,0.2,0.0,-1.0,-10.0,-10.0
1,68,488,0,-1.0,488,0,0.2,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,69,488,1,-1.0,388,0,0.2,-0.10000000149011612,-0.19900000095367432,-1.0900000013411044,-0.9899999998509883
1,70,388,1,-1.0,288,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,71,288,3,-1.0,268,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,72,268,3,-1.0,248,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,73,248,3,-1.0,228,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,74,228,0,-1.0,328,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,75,328,0,-1.0,428,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,76,428,0,-1.0,428,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,77,428,1,-1.0,328,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,78,328,0,-1.0,428,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,79,428,2,-1.0,448,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,80,448,1,-1.0,348,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,81,348,2,-1.0,348,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,82,348,3,-1.0,328,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,83,328,3,-1.0,328,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,84,328,1,-1.0,228,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,85,228,1,-1.0,128,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,86,128,0,-1.0,228,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,87,228,2,-1.0,248,0,0.2,0.0,-0.10000000149011612,-1.0,-1.0
1,88,248,4,-10.0,248,0,0.2,0.0,-1.0,-10.0,-10.0
1,89,248,5,-10.0,248,0,0.2,0.0,-1.0,-10.0,-10.0
1,90,248,4,-10.0,248,0,0.2,-1.0,-1.909000039100647,-10.090000001341105,-9.090000001341105
1,91,248,0,-1.0,348,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
1,92,348,4,-10.0,348,0,0.2,0.0,-1.0,-10.0,-10.0
1,93,348,5,-10.0,348,0,0.2,0.0,-1.0,-10.0,-10.0
1,94,348,0,-1.0,448,0,0.2,-0.10000000149011612,-0.1899999976158142,-1.0,-0.8999999985098839
